Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,delta_temp,power_kw,wear_torque
M,302.7,310.5,1398,47.3,70,0,0,0,0,0,0,7.800000000000011,6.924125654450261,3311.0
L,302.7,310.5,1520,39.3,73,0,0,0,0,0,0,7.800000000000011,6.255078534031413,2868.8999999999996
L,302.6,310.4,1514,42.7,75,0,0,0,0,0,0,7.7999999999999545,6.7694031413612565,3202.5
M,302.6,310.4,1532,36.1,77,0,0,0,0,0,0,7.7999999999999545,5.791120418848168,2779.7000000000003
L,302.6,310.4,1365,66.8,80,1,0,1,1,0,0,7.7999999999999545,9.547853403141362,5344.0
L,302.6,310.3,1642,33.2,82,0,0,0,0,0,0,7.699999999999989,5.708314136125654,2722.4
M,302.6,310.2,2676,10.8,84,1,0,0,1,0,0,7.599999999999966,3.0262617801047123,907.2
H,302.6,310.2,1873,21.3,87,0,0,0,0,0,0,7.599999999999966,4.177476439790576,1853.1000000000001
L,302.6,310.2,1325,62.4,92,1,0,1,0,0,0,7.599999999999966,8.65759162303665,5740.8
M,302.6,310.2,2157,17.2,94,0,0,0,0,0,0,7.599999999999966,3.884858638743456,1616.8
M,302.6,310.2,1563,39.0,97,0,0,0,0,0,0,7.599999999999966,6.382931937172775,3783.0
M,302.6,310.2,1631,31.0,100,0,0,0,0,0,0,7.599999999999966,5.29434554973822,3100.0
L,302.5,310.2,1547,36.9,103,0,0,0,0,0,0,7.699999999999989,5.977413612565445,3800.7
L,302.6,310.3,1479,40.4,105,0,0,0,0,0,0,7.699999999999989,6.256712041884817,4242.0
M,302.4,310.1,1379,48.9,107,1,0,1,0,0,0,7.7000000000000455,7.061057591623036,5232.3
L,302.4,310.1,1906,21.2,110,0,0,0,0,0,0,7.7000000000000455,4.2311204188481675,2332.0
M,302.3,310.1,1731,33.4,112,0,0,0,0,0,0,7.800000000000011,6.053968586387434,3740.7999999999997
H,302.3,310.1,1688,30.4,115,0,0,0,0,0,0,7.800000000000011,5.3733193717277485,3496.0
H,302.3,310.2,1443,54.6,120,0,0,0,0,0,0,7.899999999999977,8.250031413612566,6552.0
L,302.4,310.2,1445,46.4,125,0,0,0,0,0,0,7.800000000000011,7.020732984293193,5800.0
H,302.4,310.2,1435,44.9,127,0,0,0,0,0,0,7.800000000000011,6.746753926701571,5702.3
L,302.4,310.1,1556,32.9,132,0,0,0,0,0,0,7.7000000000000455,5.360460732984293,4342.8
L,302.3,310.1,1321,52.7,134,1,0,1,0,0,0,7.800000000000011,7.289706806282722,7061.8
M,302.4,310.1,1577,35.8,136,0,0,0,0,0,0,7.7000000000000455,5.911685863874346,4868.799999999999
L,302.4,310.2,1578,31.2,139,0,0,0,0,0,0,7.800000000000011,5.155350785340314,4336.8
L,302.4,310.1,1418,52.3,141,0,0,0,0,0,0,7.7000000000000455,7.765591623036649,7374.299999999999
M,302.4,310.2,1392,55.8,143,0,0,0,0,0,0,7.800000000000011,8.133361256544502,7979.4
L,302.5,310.3,1446,44.0,146,0,0,0,0,0,0,7.800000000000011,6.6621989528795815,6424.0
L,302.5,310.2,1329,50.6,148,1,0,1,0,0,0,7.699999999999989,7.0416125654450274,7488.8
L,302.5,310.2,1563,34.8,150,0,0,0,0,0,0,7.699999999999989,5.695539267015707,5220.0
L,302.5,310.3,1405,57.4,152,0,0,0,0,0,0,7.800000000000011,8.444712041884817,8724.8
L,302.4,310.2,2224,16.0,154,0,0,0,0,0,0,7.800000000000011,3.7260732984293194,2464.0
L,302.5,310.2,1716,29.9,156,0,0,0,0,0,0,7.699999999999989,5.372607329842931,4664.4
L,302.5,310.3,1584,35.5,158,0,0,0,0,0,0,7.800000000000011,5.888167539267016,5609.0
M,302.5,310.3,1488,41.8,160,0,0,0,0,0,0,7.800000000000011,6.512921465968586,6688.0
L,302.4,310.3,1374,51.2,163,1,0,1,0,0,0,7.900000000000034,7.3663664921465974,8345.6
M,302.4,310.3,1378,54.3,165,1,0,1,0,0,0,7.900000000000034,7.835120418848167,8959.5
L,302.5,310.3,1551,37.3,168,0,0,0,0,0,0,7.800000000000011,6.057832460732984,6266.4
L,302.5,310.3,1549,40.9,170,0,0,0,0,0,0,7.800000000000011,6.633937172774869,6953.0
M,302.5,310.3,1447,39.2,172,0,0,0,0,0,0,7.800000000000011,5.93951832460733,6742.400000000001
L,302.4,310.2,1400,53.7,175,0,0,0,0,0,0,7.800000000000011,7.872251308900523,9397.5
L,302.4,310.1,1401,48.8,177,0,0,0,0,0,0,7.7000000000000455,7.15903664921466,8637.6
H,302.4,310.1,1597,28.9,179,0,0,0,0,0,0,7.7000000000000455,4.832806282722513,5173.099999999999
L,302.3,310.1,1487,46.0,184,0,0,0,0,0,0,7.800000000000011,7.162513089005236,8464.0
M,302.5,310.3,1710,27.3,186,0,0,0,0,0,0,7.800000000000011,4.8882722513089005,5077.8
L,302.6,310.4,1478,47.7,189,0,0,0,0,0,0,7.7999999999999545,7.382261780104713,9015.300000000001
L,302.6,310.4,1743,26.3,191,0,0,0,0,0,0,7.7999999999999545,4.800094240837696,5023.3
L,302.6,310.5,1596,32.8,193,0,0,0,0,0,0,7.899999999999977,5.481549738219895,6330.4
L,302.7,310.5,1642,30.8,195,0,0,0,0,0,0,7.800000000000011,5.295664921465969,6006.0
L,302.7,310.5,1263,67.8,197,1,0,1,0,1,0,7.800000000000011,8.966638743455496,13356.599999999999
L,302.8,310.6,2016,19.9,199,0,0,0,0,0,0,7.800000000000011,4.200879581151832,3960.1
L,302.8,310.6,1671,30.5,201,0,0,0,0,0,0,7.800000000000011,5.336701570680629,6130.5
L,302.8,310.6,1404,43.2,203,0,0,0,0,0,0,7.800000000000011,6.351078534031414,8769.6
L,302.8,310.6,1470,41.1,205,0,0,0,0,0,0,7.800000000000011,6.326387434554974,8425.5
L,302.8,310.6,1617,37.9,207,0,0,0,0,0,0,7.800000000000011,6.417204188481675,7845.299999999999
L,302.7,310.5,1725,29.0,209,0,0,0,0,0,0,7.800000000000011,5.238219895287958,6061.0
L,302.7,310.5,1446,40.9,211,1,1,0,0,0,0,7.800000000000011,6.192816753926702,8629.9
L,302.7,310.6,1564,34.3,0,0,0,0,0,0,0,7.900000000000034,5.617298429319371,0.0
L,302.8,310.6,1670,29.1,2,0,0,0,0,0,0,7.800000000000011,5.088691099476439,58.2
L,302.7,310.6,1501,48.7,4,0,0,0,0,0,0,7.900000000000034,7.654314136125654,194.8
L,302.7,310.5,1551,35.9,6,0,0,0,0,0,0,7.800000000000011,5.830460732984292,215.39999999999998
L,302.7,310.5,1563,35.0,8,0,0,0,0,0,0,7.800000000000011,5.7282722513089,280.0
L,302.7,310.5,1351,41.8,10,1,0,1,0,0,0,7.800000000000011,5.913277486910994,418.0
L,302.6,310.4,1415,52.1,12,0,0,0,0,0,0,7.7999999999999545,7.719528795811518,625.2
L,302.6,310.3,1647,34.2,14,0,0,0,0,0,0,7.699999999999989,5.898157068062828,478.80000000000007
L,302.5,310.2,1477,41.6,16,0,0,0,0,0,0,7.699999999999989,6.433842931937173,665.6
L,302.6,310.2,1923,21.5,18,0,0,0,0,0,0,7.599999999999966,4.329267015706806,387.0
H,302.7,310.4,1305,55.2,20,1,0,1,0,0,0,7.699999999999989,7.54303664921466,1104.0
M,302.6,310.4,1544,35.1,25,0,0,0,0,0,0,7.7999999999999545,5.674806282722513,877.5
H,302.7,310.5,1568,36.9,28,0,0,0,0,0,0,7.800000000000011,6.058554973821989,1033.2
L,302.7,310.4,1489,42.7,33,0,0,0,0,0,0,7.699999999999989,6.657623036649215,1409.1000000000001
M,302.6,310.4,1451,43.1,35,0,0,0,0,0,0,7.7999999999999545,6.548492146596859,1508.5
L,302.7,310.4,1542,35.7,38,0,0,0,0,0,0,7.699999999999989,5.764335078534032,1356.6000000000001
M,302.6,310.5,1965,20.2,40,0,0,0,0,0,0,7.899999999999977,4.156335078534031,808.0
L,302.5,310.5,1436,36.5,43,0,0,0,0,0,0,8.0,5.4883769633507855,1569.5
M,302.5,310.4,1509,37.6,45,0,0,0,0,0,0,7.899999999999977,5.941193717277487,1692.0
L,302.5,310.4,1487,40.2,48,0,0,0,0,0,0,7.899999999999977,6.259413612565445,1929.6000000000001
L,302.5,310.4,1967,20.3,50,0,0,0,0,0,0,7.899999999999977,4.181162303664921,1015.0
H,302.6,310.4,1409,53.3,52,0,0,0,0,0,0,7.7999999999999545,7.863842931937173,2771.6
M,302.6,310.5,1420,56.4,57,0,0,0,0,0,0,7.899999999999977,8.386178010471204,3214.7999999999997
L,302.7,310.5,1511,37.7,60,0,0,0,0,0,0,7.800000000000011,5.964890052356021,2262.0
H,302.6,310.4,1649,30.1,62,0,0,0,0,0,0,7.7999999999999545,5.197371727748691,1866.2
L,302.6,310.4,1359,57.2,67,1,0,1,0,0,0,7.7999999999999545,8.139769633507854,3832.4
M,302.5,310.4,1605,36.0,69,0,0,0,0,0,0,7.899999999999977,6.050261780104712,2484.0
L,302.5,310.3,1523,36.0,72,0,0,0,0,0,0,7.800000000000011,5.741151832460733,2592.0
H,302.6,310.4,1614,36.0,74,0,0,0,0,0,0,7.7999999999999545,6.084188481675393,2664.0
H,302.6,310.3,1721,27.4,79,0,0,0,0,0,0,7.699999999999989,4.937738219895287,2164.6
L,302.6,310.4,1638,36.2,84,0,0,0,0,0,0,7.7999999999999545,6.208963350785341,3040.8
L,302.5,310.2,1307,54.0,86,1,0,1,0,0,0,7.699999999999989,7.390366492146597,4644.0
L,302.4,310.2,1642,28.3,88,0,0,0,0,0,0,7.800000000000011,4.865821989528795,2490.4
M,302.5,310.2,1751,30.5,90,0,0,0,0,0,0,7.699999999999989,5.592198952879581,2745.0
L,302.4,310.1,1645,31.6,93,0,0,0,0,0,0,7.7000000000000455,5.4431413612565445,2938.8
L,302.4,310.1,1426,46.8,95,0,0,0,0,0,0,7.7000000000000455,6.988146596858639,4446.0
M,302.4,310.1,1520,36.6,97,0,0,0,0,0,0,7.7000000000000455,5.825340314136126,3550.2000000000003
L,302.4,310.1,1709,31.8,100,0,0,0,0,0,0,7.7000000000000455,5.690701570680629,3180.0
L,302.4,310.0,1426,46.6,102,0,0,0,0,0,0,7.600000000000023,6.95828272251309,4753.2
L,302.4,310.1,1429,43.7,104,0,0,0,0,0,0,7.7000000000000455,6.538984293193717,4544.8
L,302.4,310.2,1346,62.4,106,1,0,1,0,0,0,7.800000000000011,8.794806282722513,6614.4
L,302.5,310.2,1454,43.0,108,0,0,0,0,0,0,7.699999999999989,6.546806282722513,4644.0
M,302.5,310.3,1411,49.5,110,0,0,0,0,0,0,7.800000000000011,7.313560209424084,5445.0
L,302.4,310.3,1900,24.4,113,0,0,0,0,0,0,7.900000000000034,4.854450261780105,2757.2
L,302.4,310.3,1479,36.2,115,0,0,0,0,0,0,7.900000000000034,5.606261780104712,4163.0
L,302.5,310.4,1415,48.2,117,0,0,0,0,0,0,7.899999999999977,7.141675392670157,5639.400000000001
L,302.5,310.3,1539,39.0,119,0,0,0,0,0,0,7.800000000000011,6.284921465968586,4641.0
L,302.4,310.3,1520,31.6,121,0,0,0,0,0,0,7.900000000000034,5.029528795811518,3823.6000000000004
L,302.4,310.3,1480,45.8,123,0,0,0,0,0,0,7.900000000000034,7.097801047120419,5633.4
L,302.4,310.4,1666,29.7,125,0,0,0,0,0,0,8.0,5.181172774869109,3712.5
L,302.4,310.4,1456,47.6,127,0,0,0,0,0,0,8.0,7.257130890052356,6045.2
L,302.4,310.4,1865,23.9,129,0,0,0,0,0,0,8.0,4.66738219895288,3083.1
M,302.5,310.5,1918,21.6,131,0,0,0,0,0,0,8.0,4.338094240837696,2829.6000000000004
L,302.5,310.4,1488,48.4,134,0,0,0,0,0,0,7.899999999999977,7.541277486910994,6485.599999999999
M,302.5,310.5,1527,38.8,136,0,0,0,0,0,0,8.0,6.203937172774869,5276.799999999999
M,302.4,310.4,1463,42.2,139,0,0,0,0,0,0,8.0,6.464774869109949,5865.8
L,302.4,310.4,1521,38.5,142,0,0,0,0,0,0,8.0,6.131780104712042,5467.0
M,302.4,310.5,1372,45.7,144,1,0,1,0,0,0,8.100000000000023,6.565486910994765,6580.8
L,302.5,310.5,1507,39.5,147,0,0,0,0,0,0,8.0,6.2331413612565445,5806.5
M,302.4,310.4,1586,34.3,149,0,0,0,0,0,0,8.0,5.696314136125654,5110.7
L,302.5,310.4,1487,42.0,152,0,0,0,0,0,0,7.899999999999977,6.539685863874346,6384.0
L,302.5,310.5,1520,41.2,154,0,0,0,0,0,0,8.0,6.557486910994765,6344.8
H,302.5,310.4,1422,41.9,156,0,0,0,0,0,0,7.899999999999977,6.238931937172774,6536.4
M,302.4,310.3,1375,52.5,161,1,0,1,0,0,0,7.900000000000034,7.55890052356021,8452.5
L,302.4,310.2,1633,28.0,164,0,0,0,0,0,0,7.800000000000011,4.787853403141361,4592.0
L,302.4,310.2,1503,36.2,166,0,0,0,0,0,0,7.800000000000011,5.697235602094241,6009.200000000001
L,302.4,310.2,1351,45.1,168,1,0,1,0,0,0,7.800000000000011,6.380115183246073,7576.8
L,302.3,310.2,1548,35.3,170,0,0,0,0,0,0,7.899999999999977,5.72192670157068,6000.999999999999
L,302.4,310.3,1923,23.3,172,0,0,0,0,0,0,7.900000000000034,4.691717277486911,4007.6
L,302.5,310.3,1592,32.6,174,0,0,0,0,0,0,7.800000000000011,5.434471204188482,5672.400000000001
M,302.5,310.4,1580,35.6,176,0,0,0,0,0,0,7.899999999999977,5.889842931937173,6265.6
L,302.5,310.4,1427,46.8,179,0,0,0,0,0,0,7.899999999999977,6.993047120418847,8377.199999999999
M,302.5,310.4,1581,32.7,181,0,0,0,0,0,0,7.899999999999977,5.413476439790577,5918.700000000001
M,302.6,310.5,1542,39.9,184,0,0,0,0,0,0,7.899999999999977,6.442492146596858,7341.599999999999
L,302.5,310.4,1349,55.1,187,1,0,1,0,0,0,7.899999999999977,7.7832356020942415,10303.7
L,302.5,310.5,1463,43.0,189,0,0,0,0,0,0,8.0,6.587329842931937,8127.0
M,302.5,310.4,1429,43.2,191,0,0,0,0,0,0,7.899999999999977,6.464167539267016,8251.2
M,302.5,310.4,1451,53.6,194,0,0,0,0,0,0,7.899999999999977,8.143832460732986,10398.4
L,302.6,310.5,1511,37.2,197,0,0,0,0,0,0,7.899999999999977,5.885780104712042,7328.400000000001
L,302.6,310.6,1549,37.5,199,0,0,0,0,0,0,8.0,6.082460732984293,7462.5
M,302.5,310.5,1507,40.2,201,0,0,0,0,0,0,8.0,6.343602094240838,8080.200000000001
M,302.6,310.5,1524,33.7,204,0,0,0,0,0,0,7.899999999999977,5.377884816753927,6874.8
M,302.7,310.5,1880,22.7,207,0,0,0,0,0,0,7.800000000000011,4.46869109947644,4698.9
L,302.6,310.5,1461,45.4,0,0,0,0,0,0,0,7.899999999999977,6.945486910994764,0.0
L,302.6,310.5,1748,28.2,2,0,0,0,0,0,0,7.899999999999977,5.161633507853403,56.4
L,302.7,310.6,1690,26.7,4,0,0,0,0,0,0,7.900000000000034,4.7249214659685865,106.8
M,302.7,310.6,1349,51.2,6,1,0,1,0,0,0,7.900000000000034,7.232335078534032,307.20000000000005
L,302.7,310.6,1686,26.3,9,0,0,0,0,0,0,7.900000000000034,4.643120418848168,236.70000000000002
L,302.7,310.7,1369,47.5,11,1,0,1,0,0,0,8.0,6.809162303664921,522.5
L,302.7,310.7,1433,43.7,13,0,0,0,0,0,0,8.0,6.557287958115184,568.1
L,302.7,310.7,1597,41.9,15,0,0,0,0,0,0,8.0,7.006732984293194,628.5
L,302.9,310.8,1610,32.2,17,0,0,0,0,0,0,7.900000000000034,5.428481675392671,547.4000000000001
L,302.7,310.7,1398,57.7,19,0,0,0,0,0,0,8.0,8.446554973821991,1096.3
L,302.7,310.7,1977,20.0,21,0,0,0,0,0,0,8.0,4.140314136125655,420.0
L,302.8,310.8,1516,39.5,23,0,0,0,0,0,0,8.0,6.2703664921465965,908.5
H,302.7,310.8,1275,55.0,25,1,0,1,0,0,0,8.100000000000023,7.342931937172775,1375.0
L,302.8,310.8,1402,50.5,30,0,0,0,0,0,0,8.0,7.413717277486911,1515.0
M,302.8,310.8,1451,44.7,32,0,0,0,0,0,0,8.0,6.791591623036649,1430.4
M,302.7,310.8,1555,36.1,35,0,0,0,0,0,0,8.100000000000023,5.878062827225131,1263.5
L,302.8,310.9,1636,35.0,38,0,0,0,0,0,0,8.099999999999966,5.995811518324607,1330.0
L,302.8,310.9,1312,52.2,40,1,0,1,0,0,0,8.099999999999966,7.171350785340315,2088.0
L,302.8,310.9,1708,29.8,42,0,0,0,0,0,0,8.099999999999966,5.329675392670158,1251.6000000000001
M,302.9,311.0,1556,36.5,44,0,0,0,0,0,0,8.100000000000023,5.947015706806282,1606.0
H,302.8,311.0,1436,43.5,47,0,0,0,0,0,0,8.199999999999989,6.540942408376964,2044.5
M,302.9,311.0,1402,40.7,52,0,0,0,0,0,0,8.100000000000023,5.975015706806283,2116.4
M,302.9,311.0,1437,49.9,55,0,0,0,0,0,0,8.100000000000023,7.508513089005236,2744.5
M,302.9,311.1,1926,21.8,58,0,0,0,0,0,0,8.200000000000045,4.396523560209425,1264.4
L,303.0,311.2,1800,23.7,61,0,0,0,0,0,0,8.199999999999989,4.467015706806283,1445.7
L,303.0,311.2,1641,32.6,63,0,0,0,0,0,0,8.199999999999989,5.601738219895289,2053.8
L,303.0,311.2,1374,48.2,65,1,0,1,0,0,0,8.199999999999989,6.934743455497382,3133.0
L,303.0,311.2,1494,37.0,67,0,0,0,0,0,0,8.199999999999989,5.788272251308901,2479.0
L,303.0,311.2,1601,32.9,69,0,0,0,0,0,0,8.199999999999989,5.515486910994764,2270.1
L,302.9,311.2,1634,36.9,71,0,0,0,0,0,0,8.300000000000011,6.313570680628272,2619.9
M,302.9,311.2,1467,37.7,73,0,0,0,0,0,0,8.300000000000011,5.791193717277487,2752.1000000000004
L,302.8,311.1,1550,32.3,76,0,0,0,0,0,0,8.300000000000011,5.24240837696335,2454.7999999999997
L,302.8,311.1,1563,32.2,78,0,0,0,0,0,0,8.300000000000011,5.2700104712041895,2511.6000000000004
L,302.7,310.9,1395,48.3,80,0,0,0,0,0,0,8.199999999999989,7.055340314136125,3864.0
M,302.8,311.0,1507,33.4,82,0,0,0,0,0,0,8.199999999999989,5.270554973821989,2738.7999999999997
L,302.8,311.0,1564,38.5,85,0,0,0,0,0,0,8.199999999999989,6.305130890052356,3272.5
L,302.8,311.1,1721,30.0,87,0,0,0,0,0,0,8.300000000000011,5.406282722513089,2610.0
L,302.8,311.1,1456,36.1,89,0,0,0,0,0,0,8.300000000000011,5.503832460732984,3212.9
H,302.9,311.2,2102,17.8,91,0,0,0,0,0,0,8.300000000000011,3.9178638743455494,1619.8
L,302.9,311.1,1555,33.9,96,0,0,0,0,0,0,8.200000000000045,5.5198429319371725,3254.3999999999996
L,303.0,311.2,1409,41.9,98,0,0,0,0,0,0,8.199999999999989,6.181895287958115,4106.2
M,303.0,311.2,1387,41.4,100,0,0,0,0,0,0,8.199999999999989,6.012753926701571,4140.0
M,303.0,311.2,1460,43.9,103,0,0,0,0,0,0,8.199999999999989,6.711413612565445,4521.7
L,303.0,311.2,1361,47.6,106,1,0,1,0,0,0,8.199999999999989,6.783623036649215,5045.6
M,303.0,311.1,1490,43.0,108,0,0,0,0,0,0,8.100000000000023,6.708900523560209,4644.0
L,303.1,311.2,1399,49.2,111,0,0,0,0,0,0,8.099999999999966,7.207413612565445,5461.200000000001
L,303.1,311.1,1420,55.8,113,0,0,0,0,0,0,8.0,8.29696335078534,6305.4
L,303.0,311.0,1359,44.2,115,1,0,1,0,0,0,8.0,6.289821989528796,5083.0
M,303.0,311.1,1372,54.3,117,1,0,1,0,0,0,8.100000000000023,7.801005235602093,6353.099999999999
M,303.0,311.0,1409,41.7,120,0,0,0,0,0,0,8.0,6.152387434554974,5004.0
H,302.9,311.0,1452,58.3,123,0,0,0,0,0,0,8.100000000000023,8.864041884816753,7170.9
L,302.9,311.0,1820,24.6,128,0,0,0,0,0,0,8.100000000000023,4.688167539267016,3148.8
H,302.9,311.0,1469,48.7,130,0,0,0,0,0,0,8.100000000000023,7.491130890052356,6331.0
L,302.9,311.1,1556,45.3,135,0,0,0,0,0,0,8.200000000000045,7.3808167539267,6115.5
L,303.0,311.1,1980,20.2,137,0,0,0,0,0,0,8.100000000000023,4.188062827225131,2767.4
M,303.0,311.2,1519,38.0,139,0,0,0,0,0,0,8.199999999999989,6.044188481675393,5282.0
L,303.0,311.2,1456,44.0,142,0,0,0,0,0,0,8.199999999999989,6.708272251308901,6248.0
L,303.1,311.2,1394,45.3,144,0,0,0,0,0,0,8.099999999999966,6.612376963350785,6523.2
L,303.0,311.3,1365,56.2,146,1,0,1,0,0,0,8.300000000000011,8.032774869109948,8205.2
L,303.0,311.3,2194,16.5,148,0,0,0,0,0,0,8.300000000000011,3.790680628272251,2442.0
L,303.1,311.3,1403,55.6,150,0,0,0,0,0,0,8.199999999999989,8.168251308900524,8340.0
H,303.0,311.2,1503,37.0,152,0,0,0,0,0,0,8.199999999999989,5.823141361256544,5624.0
L,303.0,311.3,1793,29.3,157,0,0,0,0,0,0,8.300000000000011,5.50103664921466,4600.1
L,303.1,311.4,1829,24.5,159,0,0,0,0,0,0,8.299999999999955,4.692198952879581,3895.5
M,303.1,311.4,1831,23.3,161,0,0,0,0,0,0,8.299999999999955,4.467256544502618,3751.3
M,303.0,311.3,1335,53.6,164,1,0,1,0,0,0,8.300000000000011,7.492774869109947,8790.4
H,303.1,311.3,2056,19.7,167,0,0,0,0,0,0,8.199999999999989,4.24117277486911,3289.9
L,303.1,311.3,1336,52.6,172,1,0,1,0,0,0,8.199999999999989,7.358492146596859,9047.2
L,303.0,311.2,1341,51.0,174,1,0,1,0,0,0,8.199999999999989,7.161361256544502,8874.0
M,303.0,311.1,1526,37.3,176,0,0,0,0,0,0,8.100000000000023,5.9601884816753925,6564.799999999999
L,303.0,311.1,1525,40.7,179,0,0,0,0,0,0,8.100000000000023,6.499214659685864,7285.3
M,303.0,311.1,1428,39.8,181,0,0,0,0,0,0,8.100000000000023,5.951246073298429,7203.799999999999
L,303.0,311.2,1511,45.7,184,0,0,0,0,0,0,8.199999999999989,7.230649214659685,8408.800000000001
L,303.0,311.2,1664,29.8,186,0,0,0,0,0,0,8.199999999999989,5.192376963350786,5542.8
M,303.0,311.2,1592,38.9,188,0,0,0,0,0,0,8.199999999999989,6.484691099476439,7313.2
M,303.0,311.1,1597,36.7,191,0,0,0,0,0,0,8.100000000000023,6.137162303664922,7009.700000000001
L,303.0,311.2,1735,26.1,194,0,0,0,0,0,0,8.199999999999989,4.741727748691099,5063.400000000001
L,302.9,311.2,1751,23.8,196,0,0,0,0,0,0,8.300000000000011,4.3637486910994765,4664.8
L,303.0,311.2,1383,44.6,198,0,0,0,0,0,0,8.199999999999989,6.45882722513089,8830.800000000001
M,302.9,311.2,1330,53.7,200,1,0,1,0,0,0,8.300000000000011,7.478638743455497,10740.0
L,303.0,311.2,1382,50.5,203,0,0,0,0,0,0,8.199999999999989,7.307958115183246,10251.5
L,303.0,311.2,1755,30.4,205,0,0,0,0,0,0,8.199999999999989,5.586596858638743,6232.0
M,303.0,311.2,1614,35.7,207,0,0,0,0,0,0,8.199999999999989,6.033486910994765,7389.900000000001
L,303.0,311.3,1466,43.0,210,0,0,0,0,0,0,8.300000000000011,6.600837696335079,9030.0
M,303.1,311.3,1847,24.7,212,0,0,0,0,0,0,8.199999999999989,4.777057591623037,5236.4
L,303.1,311.3,1474,34.8,215,0,0,0,0,0,0,8.199999999999989,5.3712251308900525,7481.999999999999
L,303.1,311.3,1657,31.8,217,0,0,0,0,0,0,8.199999999999989,5.517549738219895,6900.6
L,303.1,311.2,1435,40.1,219,0,0,0,0,0,0,8.099999999999966,6.025497382198953,8781.9
H,303.1,311.3,1494,42.7,221,0,0,0,0,0,0,8.199999999999989,6.679979057591623,9436.7
L,303.2,311.4,1238,54.6,226,1,0,1,0,1,0,8.199999999999989,7.077989528795812,12339.6
L,303.2,311.4,1324,54.2,228,1,0,1,0,1,0,8.199999999999989,7.514219895287958,12357.6
L,303.2,311.4,1514,41.2,230,0,0,0,0,0,0,8.199999999999989,6.531602094240838,9476.0
L,303.3,311.4,1732,25.6,232,0,0,0,0,0,0,8.099999999999966,4.642848167539268,5939.200000000001
L,303.3,311.4,1497,46.0,234,1,1,0,0,0,0,8.099999999999966,7.210680628272251,10764.0
L,303.3,311.4,1958,21.5,0,0,0,0,0,0,0,8.099999999999966,4.408062827225131,0.0
L,303.3,311.4,1630,32.5,2,0,0,0,0,0,0,8.099999999999966,5.547120418848167,65.0
M,303.3,311.4,1395,59.1,4,0,0,0,0,0,0,8.099999999999966,8.632931937172774,236.4
L,303.3,311.4,1658,30.5,7,0,0,0,0,0,0,8.099999999999966,5.295183246073298,213.5
L,303.2,311.4,1349,51.1,9,1,0,1,0,0,0,8.199999999999989,7.218209424083771,459.90000000000003
L,303.1,311.2,1452,52.9,11,0,0,0,0,0,0,8.099999999999966,8.043015706806283,581.9
M,303.1,311.1,1594,35.5,13,0,0,0,0,0,0,8.0,5.925340314136125,461.5
M,303.1,311.0,1510,47.6,16,0,0,0,0,0,0,7.899999999999977,7.526282722513089,761.6
L,303.1,311.1,1854,22.6,19,0,0,0,0,0,0,8.0,4.387476439790576,429.40000000000003
L,303.1,311.2,1626,32.3,21,0,0,0,0,0,0,8.099999999999966,5.499455497382199,678.3
L,303.1,311.2,1628,35.2,23,0,0,0,0,0,0,8.099999999999966,6.000586387434556,809.6
L,303.1,311.2,1679,34.8,25,0,0,0,0,0,0,8.099999999999966,6.118240837696335,869.9999999999999
M,303.1,311.2,1489,44.5,27,0,0,0,0,0,0,8.099999999999966,6.9382722513089,1201.5
L,303.2,311.2,1439,43.9,30,0,0,0,0,0,0,8.0,6.614879581151833,1317.0
L,303.3,311.3,1350,48.1,32,1,0,1,0,0,0,8.0,6.799476439790576,1539.2
H,303.3,311.2,1607,31.7,34,0,0,0,0,0,0,7.899999999999977,5.334230366492147,1077.8
L,303.3,311.3,1389,53.9,39,0,0,0,0,0,0,8.0,7.839486910994763,2102.1
M,303.3,311.3,1566,46.1,41,0,0,0,0,0,0,8.0,7.559434554973823,1890.1000000000001
M,303.4,311.4,1307,54.0,44,1,0,1,0,0,0,8.0,7.390366492146597,2376.0
M,303.3,311.5,1569,36.6,47,0,0,0,0,0,0,8.199999999999989,6.013130890052357,1720.2
H,303.3,311.4,1651,30.6,50,0,0,0,0,0,0,8.099999999999966,5.2901151832460735,1530.0
H,303.3,311.4,1692,27.9,55,0,0,0,0,0,0,8.099999999999966,4.943120418848167,1534.5
M,303.3,311.5,1373,47.3,60,1,0,1,0,0,0,8.199999999999989,6.800303664921465,2838.0
L,303.2,311.4,1610,35.5,63,0,0,0,0,0,0,8.199999999999989,5.984816753926702,2236.5
L,303.3,311.4,1511,43.4,65,0,0,0,0,0,0,8.099999999999966,6.866743455497382,2821.0
L,303.3,311.5,1412,55.6,67,0,0,0,0,0,0,8.199999999999989,8.220649214659685,3725.2000000000003
L,303.4,311.5,1501,36.2,69,0,0,0,0,0,0,8.100000000000023,5.689654450261781,2497.8
L,303.4,311.5,1414,44.8,71,0,0,0,0,0,0,8.100000000000023,6.633214659685864,3180.7999999999997
H,303.5,311.5,1629,33.5,73,0,0,0,0,0,0,8.0,5.714293193717277,2445.5
L,303.4,311.5,1879,21.3,78,0,0,0,0,0,0,8.100000000000023,4.190858638743456,1661.4
H,303.5,311.6,1466,47.0,80,0,0,0,0,0,0,8.100000000000023,7.214869109947644,3760.0
H,303.6,311.7,1476,40.1,85,0,0,0,0,0,0,8.099999999999966,6.19765445026178,3408.5
